Image_ID,Image_Path,Obstacle_Present,Water_Body,Soil_Type,Vegetation_Density (%),Label
0093,/images/synthetic_image_0093.jpg,Yes,No,Sandy,88,1
0094,/images/synthetic_image_0094.jpg,Yes,Yes,Sandy,17,0
0095,/images/synthetic_image_0095.jpg,Yes,Yes,Clay,65,1
0096,/images/synthetic_image_0096.jpg,No,No,Loamy,64,1
0097,/images/synthetic_image_0097.jpg,No,Yes,Clay,72,0
0098,/images/synthetic_image_0098.jpg,No,Yes,Loamy,78,1
0099,/images/synthetic_image_0099.jpg,Yes,No,Sandy,49,1
0100,/images/synthetic_image_0100.jpg,Yes,Yes,Loamy,69,1
0101,/images/synthetic_image_0101.jpg,Yes,No,Clay,32,1
0102,/images/synthetic_image_0102.jpg,Yes,Yes,Sandy,10,1
0103,/images/synthetic_image_0103.jpg,No,Yes,Loamy,98,1
0104,/images/synthetic_image_0104.jpg,Yes,No,Sandy,21,1
0105,/images/synthetic_image_0105.jpg,Yes,Yes,Clay,71,0
0106,/images/synthetic_image_0106.jpg,No,No,Loamy,90,1
0107,/images/synthetic_image_0107.jpg,Yes,Yes,Loamy,94,1
0108,/images/synthetic_image_0108.jpg,Yes,No,Clay,96,1
0109,/images/synthetic_image_0109.jpg,No,No,Clay,94,0
0110,/images/synthetic_image_0110.jpg,No,No,Loamy,42,1
0111,/images/synthetic_image_0111.jpg,No,No,Sandy,96,0
0112,/images/synthetic_image_0112.jpg,No,Yes,Clay,37,1
0113,/images/synthetic_image_0113.jpg,Yes,No,Clay,58,1
0114,/images/synthetic_image_0114.jpg,No,No,Loamy,16,1
0115,/images/synthetic_image_0115.jpg,No,Yes,Clay,62,1
0116,/images/synthetic_image_0116.jpg,No,No,Sandy,17,1
0117,/images/synthetic_image_0117.jpg,Yes,No,Sandy,85,1
0118,/images/synthetic_image_0118.jpg,No,Yes,Loamy,44,0
0119,/images/synthetic_image_0119.jpg,No,No,Sandy,13,1
0120,/images/synthetic_image_0120.jpg,No,No,Loamy,94,0
0121,/images/synthetic_image_0121.jpg,No,No,Clay,87,1
0122,/images/synthetic_image_0122.jpg,No,No,Clay,21,1
0123,/images/synthetic_image_0123.jpg,No,No,Clay,34,0
0124,/images/synthetic_image_0124.jpg,No,Yes,Sandy,12,0
0125,/images/synthetic_image_0125.jpg,Yes,No,Loamy,28,0
0126,/images/synthetic_image_0126.jpg,Yes,No,Clay,74,0
0127,/images/synthetic_image_0127.jpg,No,No,Loamy,17,1
0128,/images/synthetic_image_0128.jpg,No,Yes,Sandy,49,1
0129,/images/synthetic_image_0129.jpg,No,No,Loamy,94,1
0130,/images/synthetic_image_0130.jpg,No,No,Loamy,70,1
0131,/images/synthetic_image_0131.jpg,Yes,Yes,Loamy,56,1
0132,/images/synthetic_image_0132.jpg,Yes,No,Loamy,80,0
0133,/images/synthetic_image_0133.jpg,Yes,Yes,Clay,46,1
0134,/images/synthetic_image_0134.jpg,No,Yes,Loamy,40,1
0135,/images/synthetic_image_0135.jpg,No,No,Sandy,69,1
0136,/images/synthetic_image_0136.jpg,Yes,No,Sandy,98,1
0137,/images/synthetic_image_0137.jpg,Yes,Yes,Sandy,93,0
0138,/images/synthetic_image_0138.jpg,No,Yes,Loamy,89,0
0139,/images/synthetic_image_0139.jpg,No,Yes,Loamy,71,1
0140,/images/synthetic_image_0140.jpg,No,No,Clay,78,0
0141,/images/synthetic_image_0141.jpg,No,Yes,Loamy,86,1
0142,/images/synthetic_image_0142.jpg,Yes,No,Clay,47,1
0143,/images/synthetic_image_0143.jpg,Yes,No,Sandy,87,0
0144,/images/synthetic_image_0144.jpg,Yes,Yes,Loamy,58,0
0145,/images/synthetic_image_0145.jpg,No,Yes,Loamy,50,1
0146,/images/synthetic_image_0146.jpg,No,No,Sandy,39,1
0147,/images/synthetic_image_0147.jpg,No,No,Sandy,67,0
0148,/images/synthetic_image_0148.jpg,No,No,Loamy,20,1
0149,/images/synthetic_image_0149.jpg,Yes,No,Loamy,42,1
0150,/images/synthetic_image_0150.jpg,Yes,No,Sandy,16,0
0151,/images/synthetic_image_0151.jpg,No,No,Loamy,53,1
0152,/images/synthetic_image_0152.jpg,No,Yes,Loamy,28,1
0153,/images/synthetic_image_0153.jpg,No,Yes,Clay,84,1
0154,/images/synthetic_image_0154.jpg,No,Yes,Sandy,68,1
0155,/images/synthetic_image_0155.jpg,No,Yes,Clay,30,1
0156,/images/synthetic_image_0156.jpg,No,Yes,Sandy,94,0
0157,/images/synthetic_image_0157.jpg,No,Yes,Clay,70,1
0158,/images/synthetic_image_0158.jpg,Yes,Yes,Sandy,74,1
0159,/images/synthetic_image_0159.jpg,Yes,Yes,Clay,14,0
0160,/images/synthetic_image_0160.jpg,Yes,No,Loamy,93,0
0161,/images/synthetic_image_0161.jpg,Yes,No,Sandy,77,1
0162,/images/synthetic_image_0162.jpg,No,No,Loamy,69,1
0163,/images/synthetic_image_0163.jpg,Yes,Yes,Loamy,46,1
0164,/images/synthetic_image_0164.jpg,Yes,Yes,Loamy,73,0
0165,/images/synthetic_image_0165.jpg,No,Yes,Clay,62,1
0166,/images/synthetic_image_0166.jpg,Yes,No,Sandy,28,0
0167,/images/synthetic_image_0167.jpg,No,No,Clay,26,1
0168,/images/synthetic_image_0168.jpg,No,No,Sandy,12,1
0169,/images/synthetic_image_0169.jpg,Yes,No,Loamy,85,1
0170,/images/synthetic_image_0170.jpg,No,Yes,Sandy,58,1
0171,/images/synthetic_image_0171.jpg,Yes,No,Loamy,64,0
0172,/images/synthetic_image_0172.jpg,Yes,No,Sandy,77,1
0173,/images/synthetic_image_0173.jpg,Yes,Yes,Clay,93,1
0174,/images/synthetic_image_0174.jpg,Yes,Yes,Sandy,62,1
0175,/images/synthetic_image_0175.jpg,No,No,Sandy,25,1
0176,/images/synthetic_image_0176.jpg,Yes,No,Loamy,40,0
0177,/images/synthetic_image_0177.jpg,No,Yes,Sandy,37,0
0178,/images/synthetic_image_0178.jpg,No,Yes,Sandy,78,0
0179,/images/synthetic_image_0179.jpg,Yes,Yes,Clay,92,1
0180,/images/synthetic_image_0180.jpg,Yes,Yes,Sandy,33,1
0181,/images/synthetic_image_0181.jpg,Yes,No,Sandy,93,0
0182,/images/synthetic_image_0182.jpg,Yes,No,Loamy,52,1
0183,/images/synthetic_image_0183.jpg,Yes,No,Loamy,17,1
0184,/images/synthetic_image_0184.jpg,No,No,Clay,39,1
0185,/images/synthetic_image_0185.jpg,Yes,Yes,Loamy,41,1
0186,/images/synthetic_image_0186.jpg,No,Yes,Clay,23,1
0187,/images/synthetic_image_0187.jpg,No,No,Sandy,67,1
0188,/images/synthetic_image_0188.jpg,Yes,Yes,Sandy,62,1
0189,/images/synthetic_image_0189.jpg,No,Yes,Sandy,57,0
0190,/images/synthetic_image_0190.jpg,Yes,Yes,Clay,53,1
0191,/images/synthetic_image_0191.jpg,No,No,Clay,16,0
0192,/images/synthetic_image_0192.jpg,Yes,Yes,Clay,85,1
0193,/images/synthetic_image_0193.jpg,No,No,Sandy,65,1
0194,/images/synthetic_image_0194.jpg,No,Yes,Loamy,48,0
0195,/images/synthetic_image_0195.jpg,No,No,Clay,53,0
0196,/images/synthetic_image_0196.jpg,No,No,Loamy,45,0
0197,/images/synthetic_image_0197.jpg,No,No,Loamy,48,0
0198,/images/synthetic_image_0198.jpg,Yes,No,Loamy,23,1
0199,/images/synthetic_image_0199.jpg,Yes,No,Sandy,71,1
0200,/images/synthetic_image_0200.jpg,No,No,Clay,83,1
0201,/images/synthetic_image_0201.jpg,No,Yes,Sandy,67,0
0202,/images/synthetic_image_0202.jpg,No,Yes,Loamy,11,0
0203,/images/synthetic_image_0203.jpg,Yes,Yes,Clay,78,1
0204,/images/synthetic_image_0204.jpg,No,Yes,Loamy,86,1
0205,/images/synthetic_image_0205.jpg,Yes,No,Sandy,80,0
0206,/images/synthetic_image_0206.jpg,Yes,Yes,Clay,35,1
0207,/images/synthetic_image_0207.jpg,No,Yes,Clay,11,1
0208,/images/synthetic_image_0208.jpg,Yes,No,Loamy,10,0
0209,/images/synthetic_image_0209.jpg,No,Yes,Clay,27,1
0210,/images/synthetic_image_0210.jpg,Yes,No,Clay,88,1
0211,/images/synthetic_image_0211.jpg,No,No,Loamy,75,0
0212,/images/synthetic_image_0212.jpg,Yes,Yes,Loamy,11,0
0213,/images/synthetic_image_0213.jpg,No,No,Sandy,73,1
0214,/images/synthetic_image_0214.jpg,No,Yes,Loamy,54,0
0215,/images/synthetic_image_0215.jpg,No,No,Sandy,43,0
0216,/images/synthetic_image_0216.jpg,No,No,Clay,63,1
0217,/images/synthetic_image_0217.jpg,No,No,Clay,26,0
0218,/images/synthetic_image_0218.jpg,Yes,Yes,Loamy,10,1
0219,/images/synthetic_image_0219.jpg,Yes,No,Sandy,67,1
0220,/images/synthetic_image_0220.jpg,Yes,Yes,Clay,67,1
0221,/images/synthetic_image_0221.jpg,Yes,No,Loamy,89,0
0222,/images/synthetic_image_0222.jpg,No,No,Sandy,53,0
0223,/images/synthetic_image_0223.jpg,No,No,Clay,51,1
0224,/images/synthetic_image_0224.jpg,No,Yes,Sandy,54,0
0225,/images/synthetic_image_0225.jpg,No,No,Loamy,91,1
0226,/images/synthetic_image_0226.jpg,No,Yes,Clay,68,1
0227,/images/synthetic_image_0227.jpg,Yes,No,Sandy,26,1
0228,/images/synthetic_image_0228.jpg,No,No,Loamy,52,1
0229,/images/synthetic_image_0229.jpg,Yes,No,Sandy,44,0
0230,/images/synthetic_image_0230.jpg,No,No,Clay,53,1
0231,/images/synthetic_image_0231.jpg,Yes,Yes,Clay,71,0
0232,/images/synthetic_image_0232.jpg,No,No,Clay,66,0
0233,/images/synthetic_image_0233.jpg,Yes,Yes,Clay,71,1
0234,/images/synthetic_image_0234.jpg,No,Yes,Sandy,48,0
0235,/images/synthetic_image_0235.jpg,No,Yes,Clay,97,1
0236,/images/synthetic_image_0236.jpg,No,No,Sandy,84,1
0237,/images/synthetic_image_0237.jpg,No,No,Clay,67,1
0238,/images/synthetic_image_0238.jpg,Yes,No,Loamy,56,0
0239,/images/synthetic_image_0239.jpg,No,Yes,Loamy,85,1
0240,/images/synthetic_image_0240.jpg,No,No,Sandy,30,1
0241,/images/synthetic_image_0241.jpg,No,Yes,Sandy,64,1
0242,/images/synthetic_image_0242.jpg,Yes,No,Loamy,44,1
0243,/images/synthetic_image_0243.jpg,Yes,No,Clay,82,1
0244,/images/synthetic_image_0244.jpg,No,No,Clay,13,1
0245,/images/synthetic_image_0245.jpg,Yes,Yes,Clay,19,0
0246,/images/synthetic_image_0246.jpg,No,No,Sandy,57,1
0247,/images/synthetic_image_0247.jpg,No,No,Loamy,13,1
0248,/images/synthetic_image_0248.jpg,No,No,Clay,49,1
0249,/images/synthetic_image_0249.jpg,No,No,Loamy,90,1
0250,/images/synthetic_image_0250.jpg,No,Yes,Clay,38,1
0251,/images/synthetic_image_0251.jpg,No,Yes,Loamy,71,1
0252,/images/synthetic_image_0252.jpg,Yes,Yes,Clay,83,0
0253,/images/synthetic_image_0253.jpg,No,No,Loamy,25,1
0254,/images/synthetic_image_0254.jpg,Yes,No,Clay,52,0
0255,/images/synthetic_image_0255.jpg,Yes,No,Clay,13,1
0256,/images/synthetic_image_0256.jpg,Yes,Yes,Loamy,57,1
0257,/images/synthetic_image_0257.jpg,Yes,No,Loamy,88,1
0258,/images/synthetic_image_0258.jpg,Yes,Yes,Sandy,26,1
0259,/images/synthetic_image_0259.jpg,No,Yes,Sandy,63,0
0260,/images/synthetic_image_0260.jpg,No,No,Clay,49,0
0261,/images/synthetic_image_0261.jpg,Yes,No,Sandy,64,1
0262,/images/synthetic_image_0262.jpg,Yes,No,Sandy,20,1
0263,/images/synthetic_image_0263.jpg,No,Yes,Clay,51,0
0264,/images/synthetic_image_0264.jpg,Yes,Yes,Clay,48,1
0265,/images/synthetic_image_0265.jpg,No,No,Loamy,55,1
0266,/images/synthetic_image_0266.jpg,No,Yes,Sandy,18,1
0267,/images/synthetic_image_0267.jpg,Yes,Yes,Loamy,48,0
0268,/images/synthetic_image_0268.jpg,Yes,Yes,Loamy,64,1
0269,/images/synthetic_image_0269.jpg,No,Yes,Loamy,59,1
0270,/images/synthetic_image_0270.jpg,No,No,Loamy,64,1
0271,/images/synthetic_image_0271.jpg,Yes,Yes,Sandy,93,0
0272,/images/synthetic_image_0272.jpg,No,No,Loamy,85,1
0273,/images/synthetic_image_0273.jpg,No,Yes,Sandy,41,1
0274,/images/synthetic_image_0274.jpg,Yes,Yes,Sandy,86,1
0275,/images/synthetic_image_0275.jpg,No,Yes,Sandy,81,0
0276,/images/synthetic_image_0276.jpg,Yes,Yes,Sandy,51,0
0277,/images/synthetic_image_0277.jpg,Yes,No,Clay,70,1
0278,/images/synthetic_image_0278.jpg,No,Yes,Sandy,13,0
0279,/images/synthetic_image_0279.jpg,Yes,No,Sandy,41,1
0280,/images/synthetic_image_0280.jpg,No,Yes,Loamy,50,1
0281,/images/synthetic_image_0281.jpg,No,No,Clay,89,1
0282,/images/synthetic_image_0282.jpg,No,No,Sandy,44,1
0283,/images/synthetic_image_0283.jpg,No,No,Clay,92,1
0284,/images/synthetic_image_0284.jpg,No,Yes,Loamy,18,1
0285,/images/synthetic_image_0285.jpg,No,No,Sandy,67,1
0286,/images/synthetic_image_0286.jpg,No,Yes,Sandy,70,1
0287,/images/synthetic_image_0287.jpg,No,No,Sandy,84,1
0288,/images/synthetic_image_0288.jpg,No,Yes,Sandy,77,1
0289,/images/synthetic_image_0289.jpg,No,No,Loamy,24,1
0290,/images/synthetic_image_0290.jpg,Yes,No,Loamy,63,1
0291,/images/synthetic_image_0291.jpg,Yes,No,Loamy,51,1
0292,/images/synthetic_image_0292.jpg,Yes,Yes,Clay,57,1
0293,/images/synthetic_image_0293.jpg,No,No,Sandy,28,1
0294,/images/synthetic_image_0294.jpg,No,Yes,Loamy,54,1
0295,/images/synthetic_image_0295.jpg,No,No,Clay,91,1
0296,/images/synthetic_image_0296.jpg,Yes,No,Loamy,14,1
0297,/images/synthetic_image_0297.jpg,No,No,Sandy,73,1
0298,/images/synthetic_image_0298.jpg,Yes,Yes,Clay,49,1
0299,/images/synthetic_image_0299.jpg,Yes,No,Loamy,67,1
0300,/images/synthetic_image_0300.jpg,No,Yes,Sandy,95,1
0301,/images/synthetic_image_0301.jpg,Yes,Yes,Sandy,59,0
0302,/images/synthetic_image_0302.jpg,Yes,Yes,Loamy,98,1
0303,/images/synthetic_image_0303.jpg,No,No,Sandy,25,0
0304,/images/synthetic_image_0304.jpg,Yes,No,Loamy,77,1
0305,/images/synthetic_image_0305.jpg,Yes,No,Loamy,73,1
0306,/images/synthetic_image_0306.jpg,Yes,No,Loamy,88,0
0307,/images/synthetic_image_0307.jpg,No,No,Clay,59,1
0308,/images/synthetic_image_0308.jpg,No,Yes,Clay,37,0
0309,/images/synthetic_image_0309.jpg,No,No,Sandy,60,1
0310,/images/synthetic_image_0310.jpg,Yes,No,Loamy,27,1
0311,/images/synthetic_image_0311.jpg,Yes,No,Clay,73,1
0312,/images/synthetic_image_0312.jpg,Yes,Yes,Loamy,14,1
0313,/images/synthetic_image_0313.jpg,Yes,Yes,Loamy,25,0
0314,/images/synthetic_image_0314.jpg,Yes,Yes,Clay,32,0
0315,/images/synthetic_image_0315.jpg,Yes,No,Sandy,28,1
0316,/images/synthetic_image_0316.jpg,Yes,Yes,Sandy,85,1
0317,/images/synthetic_image_0317.jpg,No,Yes,Clay,91,1
0318,/images/synthetic_image_0318.jpg,Yes,Yes,Loamy,92,0
0319,/images/synthetic_image_0319.jpg,Yes,Yes,Loamy,53,0
0320,/images/synthetic_image_0320.jpg,Yes,No,Loamy,50,1
0321,/images/synthetic_image_0321.jpg,No,Yes,Clay,86,0
0322,/images/synthetic_image_0322.jpg,Yes,No,Sandy,22,1
0323,/images/synthetic_image_0323.jpg,Yes,Yes,Sandy,44,0
0324,/images/synthetic_image_0324.jpg,Yes,Yes,Loamy,60,1
0325,/images/synthetic_image_0325.jpg,Yes,No,Sandy,65,0
0326,/images/synthetic_image_0326.jpg,Yes,Yes,Clay,88,1
0327,/images/synthetic_image_0327.jpg,No,No,Loamy,22,0
0328,/images/synthetic_image_0328.jpg,No,No,Sandy,47,0
0329,/images/synthetic_image_0329.jpg,Yes,Yes,Loamy,31,1
0330,/images/synthetic_image_0330.jpg,No,Yes,Sandy,50,0
0331,/images/synthetic_image_0331.jpg,No,No,Sandy,60,1
0332,/images/synthetic_image_0332.jpg,No,No,Loamy,11,1
0333,/images/synthetic_image_0333.jpg,Yes,No,Loamy,97,1
0334,/images/synthetic_image_0334.jpg,No,No,Loamy,39,1
0335,/images/synthetic_image_0335.jpg,Yes,No,Clay,49,0
0336,/images/synthetic_image_0336.jpg,Yes,Yes,Loamy,62,1
0337,/images/synthetic_image_0337.jpg,No,Yes,Sandy,89,1
0338,/images/synthetic_image_0338.jpg,Yes,No,Sandy,31,1
0339,/images/synthetic_image_0339.jpg,No,No,Clay,19,0
0340,/images/synthetic_image_0340.jpg,No,Yes,Loamy,25,0
0341,/images/synthetic_image_0341.jpg,Yes,Yes,Sandy,46,1
0342,/images/synthetic_image_0342.jpg,Yes,Yes,Clay,56,1
0343,/images/synthetic_image_0343.jpg,Yes,Yes,Loamy,17,1
0344,/images/synthetic_image_0344.jpg,No,No,Loamy,75,0
0345,/images/synthetic_image_0345.jpg,Yes,Yes,Sandy,35,1
0346,/images/synthetic_image_0346.jpg,No,Yes,Loamy,62,0
0347,/images/synthetic_image_0347.jpg,Yes,No,Sandy,26,1
0348,/images/synthetic_image_0348.jpg,No,Yes,Clay,22,1
0349,/images/synthetic_image_0349.jpg,Yes,No,Clay,57,1
0350,/images/synthetic_image_0350.jpg,Yes,Yes,Clay,33,1
0351,/images/synthetic_image_0351.jpg,Yes,Yes,Loamy,40,0
0352,/images/synthetic_image_0352.jpg,Yes,No,Clay,11,1
0353,/images/synthetic_image_0353.jpg,No,Yes,Loamy,91,0
0354,/images/synthetic_image_0354.jpg,No,Yes,Sandy,73,0
0355,/images/synthetic_image_0355.jpg,No,No,Sandy,31,1
0356,/images/synthetic_image_0356.jpg,Yes,Yes,Loamy,57,1
0357,/images/synthetic_image_0357.jpg,Yes,No,Clay,68,1
0358,/images/synthetic_image_0358.jpg,No,Yes,Sandy,89,1
0359,/images/synthetic_image_0359.jpg,No,Yes,Loamy,34,0
0360,/images/synthetic_image_0360.jpg,No,No,Sandy,71,1
0361,/images/synthetic_image_0361.jpg,Yes,No,Sandy,25,1
0362,/images/synthetic_image_0362.jpg,No,Yes,Clay,80,1
0363,/images/synthetic_image_0363.jpg,No,No,Sandy,22,1
0364,/images/synthetic_image_0364.jpg,Yes,No,Sandy,76,0
0365,/images/synthetic_image_0365.jpg,No,No,Loamy,95,1
0366,/images/synthetic_image_0366.jpg,Yes,Yes,Sandy,91,1
0367,/images/synthetic_image_0367.jpg,Yes,No,Clay,63,1
0368,/images/synthetic_image_0368.jpg,Yes,No,Clay,33,1
0369,/images/synthetic_image_0369.jpg,No,No,Sandy,62,1
0370,/images/synthetic_image_0370.jpg,Yes,Yes,Sandy,80,1
0371,/images/synthetic_image_0371.jpg,Yes,Yes,Loamy,76,1
0372,/images/synthetic_image_0372.jpg,Yes,Yes,Clay,37,1
0373,/images/synthetic_image_0373.jpg,No,No,Loamy,31,1
0374,/images/synthetic_image_0374.jpg,No,Yes,Sandy,19,1
0375,/images/synthetic_image_0375.jpg,No,Yes,Loamy,16,1
0376,/images/synthetic_image_0376.jpg,No,Yes,Loamy,89,1
0377,/images/synthetic_image_0377.jpg,No,No,Loamy,84,1
0378,/images/synthetic_image_0378.jpg,No,Yes,Sandy,41,1
0379,/images/synthetic_image_0379.jpg,Yes,Yes,Clay,67,1
0380,/images/synthetic_image_0380.jpg,Yes,Yes,Clay,64,1
0381,/images/synthetic_image_0381.jpg,No,No,Clay,54,1
0382,/images/synthetic_image_0382.jpg,No,No,Sandy,84,1
0383,/images/synthetic_image_0383.jpg,Yes,Yes,Loamy,16,1
0384,/images/synthetic_image_0384.jpg,Yes,No,Clay,70,1
0385,/images/synthetic_image_0385.jpg,Yes,No,Loamy,13,0
0386,/images/synthetic_image_0386.jpg,No,No,Loamy,37,1
0387,/images/synthetic_image_0387.jpg,Yes,Yes,Sandy,70,1
0388,/images/synthetic_image_0388.jpg,Yes,Yes,Sandy,26,1
0389,/images/synthetic_image_0389.jpg,Yes,Yes,Clay,71,1
0390,/images/synthetic_image_0390.jpg,No,No,Loamy,37,1
0391,/images/synthetic_image_0391.jpg,Yes,No,Loamy,19,1
0392,/images/synthetic_image_0392.jpg,No,No,Loamy,20,1
0393,/images/synthetic_image_0393.jpg,Yes,No,Clay,75,1
0394,/images/synthetic_image_0394.jpg,No,No,Clay,32,1
0395,/images/synthetic_image_0395.jpg,Yes,No,Loamy,65,0
0396,/images/synthetic_image_0396.jpg,Yes,Yes,Clay,98,1
0397,/images/synthetic_image_0397.jpg,Yes,Yes,Loamy,32,1
0398,/images/synthetic_image_0398.jpg,Yes,Yes,Sandy,32,0
0399,/images/synthetic_image_0399.jpg,No,No,Sandy,63,0
0400,/images/synthetic_image_0400.jpg,Yes,No,Loamy,35,0
0401,/images/synthetic_image_0401.jpg,No,Yes,Loamy,71,1
